Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:05,000","Après l'Asie, l'Afrique, les Etats-Unis et l'Amérique Latine,","Après l'Asie, l'Afrique, les Etats-Unis et l'Amérique Latine,","After Asia, Africa, the United States and Latin America,",neutral,neutral
"00:00:05,000","00:00:08,000",les Mercedes s'envolent à plus de 16 000 kilomètres de chez eux,les Mercedes s'envolent à plus de 16 000 kilomètres de chez eux,"The Mercedes fly over 16,000 kilometers from their home",neutral,neutral
"00:00:08,000","00:00:10,000",et posent leur valise en Australie.,et posent leur valise en Australie.,And put their suitcase in Australia.,neutral,neutral
"00:00:18,000","00:00:20,000","Ensemble, ils relèvent le défi de s'imposer en Australie","Ensemble, ils relèvent le défi de s'imposer en Australie","Together, they take up the challenge of winning in Australia",excitement,moderate
"00:00:20,000","00:00:22,000",et de découvrir ce pays aussi magnifique,et de découvrir ce pays aussi magnifique,And to discover this magnificent country,curiosity,mild
"00:00:24,000","00:00:25,000",qu'étonnant.,qu'étonnant.,than astonishing.,surprise,mild
"00:00:26,000","00:00:28,000",Vous êtes prêts ?,Vous êtes prêts ?,Are you ready?,excitement,mild
"00:00:29,000","00:00:32,000","Face au défi professionnel que leur lance sera leur bouqueuse,","Face au défi professionnel que leur lance sera leur bouqueuse,","Faced with the professional challenge that their spear will be their ibex,",curiosity,mild
"00:00:32,000","00:00:35,000",les Marseillais vont devoir s'adapter aux méthodes australiennes,les Marseillais vont devoir s'adapter aux méthodes australiennes,Marseillais will have to adapt to Australian methods,optimism,moderate
"00:00:35,000","00:00:38,000","car ici, ça ne rigole pas.","car ici, ça ne rigole pas.",Because here it does not laugh.,disapproval,mild
"00:00:44,000","00:00:47,000","Mais en cas de besoin, les Marseillais savent qu'ils peuvent compter sur leurs potes","Mais en cas de besoin, les Marseillais savent qu'ils peuvent compter sur leurs potes","But if necessary, the Marseillais know that they can count on their friends",caring,mild
"00:00:47,000","00:00:48,000",pour leur prêter main-forte.,pour leur prêter main-forte.,To lend them a hand.,caring,mild
"00:00:49,000","00:00:51,000",On m'a dit qu'on faisait la fête ici !,On m'a dit qu'on faisait la fête ici !,I was told that we were partying here!,excitement,moderate
"00:00:52,000","00:00:53,000",On va tout casser !,On va tout casser !,We're going to break everything!,excitement,intense
"00:00:54,000","00:00:57,000","Et si tout le monde le sait, les Marseillais ne craignent rien ni personne.","Et si tout le monde le sait, les Marseillais ne craignent rien ni personne.","And if everyone knows, the Marseillais fear nothing and anyone.",pride,intense
"00:00:57,000","00:00:59,000","Ici, ils vont devoir le prouver.","Ici, ils vont devoir le prouver.",Here they will have to prove it.,optimism,moderate
"00:01:02,000","00:01:03,000",Et gare aux grands frissons.,Et gare aux grands frissons.,And beware of large chills.,fear,mild
"00:01:06,000","00:01:07,000","Les gars, mais c'est pas tout seul !","Les gars, mais c'est pas tout seul !","Guys, but it's not alone!",nervousness,mild
"00:01:09,000","00:01:10,000",Les gars où ?,Les gars où ?,The guys where?,confusion,mild
"00:01:10,000","00:01:11,000",Rien à craindre.,Rien à craindre.,Nothing to fear.,neutral,neutral
"00:01:12,000","00:01:14,000","En Australie, l'amour et l'émotion attendent les Marseillais.","En Australie, l'amour et l'émotion attendent les Marseillais.","In Australia, love and emotion await the Marseillais.",optimism,mild
"00:01:14,000","00:01:16,000",Elle m'a fait briller les yeux.,Elle m'a fait briller les yeux.,She made me shine my eyes.,admiration,mild
"00:01:16,000","00:01:18,000","J'espère que maintenant, elle fera pétiller mon coeur.","J'espère que maintenant, elle fera pétiller mon coeur.","I hope that now, it will sparkle my heart.",desire,mild
"00:01:20,000","00:01:21,000",C'est tout là !,C'est tout là !,That's all there!,surprise,mild
"00:01:23,000","00:01:26,000",Certains sont venus ensemble en Australie pour tester leur couple.,Certains sont venus ensemble en Australie pour tester leur couple.,Some came together to Australia to test their couple.,curiosity,mild
"00:01:26,000","00:01:28,000",On n'a plus rien à faire ensemble.,On n'a plus rien à faire ensemble.,We have nothing to do together.,disappointment,moderate
"00:01:30,000","00:01:34,000","Alors que pour d'autres, il faut désormais se préparer à un changement de vie radical.","Alors que pour d'autres, il faut désormais se préparer à un changement de vie radical.","While for others, we must now prepare for a radical change of life.",,
"00:01:36,000","00:01:38,000",Ça va être compliqué les gars.,Ça va être compliqué les gars.,It's going to be complicated guys.,nervousness,moderate
"00:01:38,000","00:01:40,000",Elle a tout pour m'occuper là.,Elle a tout pour m'occuper là.,She has everything to take care of me.,gratitude,mild
"00:01:40,000","00:01:43,000","Mais durant l'aventure, Cupidon n'en fera qu'à sa tête.","Mais durant l'aventure, Cupidon n'en fera qu'à sa tête.","But during the adventure, Cupid will only do his head.",neutral,neutral
"00:01:44,000","00:01:45,000",Mais on met surtout mon couple en péril.,Mais on met surtout mon couple en péril.,But we especially put my couple in danger.,,
"00:01:45,000","00:01:47,000",Je passe pour une grosse poire.,Je passe pour une grosse poire.,I pass for a big pear.,embarrassment,mild
"00:01:48,000","00:01:50,000","Et ici, pour beaucoup, l'heure des grandes décisions a sonné.","Et ici, pour beaucoup, l'heure des grandes décisions a sonné.","And here, for many, the time for major decisions has come.",realization,moderate
"00:01:50,000","00:01:52,000","Maintenant, veux-tu être mon épouse ?","Maintenant, veux-tu être mon épouse ?",Now do you want to be my wife?,love,intense
"00:01:52,000","00:01:54,000","Oui, oui, oui.","Oui, oui, oui.","Yes, yes, yes.",joy,intense
"00:01:54,000","00:01:56,000",Et il y en a assez.,Et il y en a assez.,And there are enough.,neutral,neutral
"00:01:58,000","00:02:03,000","Pour réussir à rester le plus longtemps possible en Australie, aucun Marseillais ne doit oublier la règle numéro 1.","Pour réussir à rester le plus longtemps possible en Australie, aucun Marseillais ne doit oublier la règle numéro 1.","To be able to stay as long as possible in Australia, no Marseillais must forget Rule number 1.",neutral,neutral
"00:02:03,000","00:02:05,000",Julien est les apprentis rois des problèmes.,Julien est les apprentis rois des problèmes.,Julien is the apprentice kings of problems.,amusement,mild
"00:02:07,000","00:02:09,000",Le roi des problèmes rôde et n'épargne personne.,Le roi des problèmes rôde et n'épargne personne.,The king of problems prowls and spares no one.,amusement,mild
"00:02:09,000","00:02:11,000",Il n'y a pas de problème.,Il n'y a pas de problème.,There is no problem.,neutral,neutral
"00:02:11,000","00:02:13,000",Il y a ton ex dans ton lit.,Il y a ton ex dans ton lit.,There is your ex in your bed.,surprise,moderate
"00:02:13,000","00:02:15,000",Je ne veux plus l'avoir.,Je ne veux plus l'avoir.,I don't want to have it anymore.,disgust,moderate
"00:02:15,000","00:02:17,000","En fait, je te monte en l'air.","En fait, je te monte en l'air.","In fact, I get you in the air.",confusion,mild
"00:02:17,000","00:02:19,000",C'est très cool.,C'est très cool.,It's very cool.,amusement,mild
"00:02:19,000","00:02:21,000","Face aux problèmes, pour les Marseillais, comme toujours, une seule solution, l'humour.","Face aux problèmes, pour les Marseillais, comme toujours, une seule solution, l'humour.","Faced with problems, for the Marseillais, as always, a single solution, humor.",amusement,moderate
"00:02:29,000","00:02:33,000","Au bout du monde, les Marseillais sont plus que jamais une grande famille.","Au bout du monde, les Marseillais sont plus que jamais une grande famille.","At the end of the world, the Marseillais are more than ever a large family.",pride,moderate
"00:02:33,000","00:02:37,000","Jour après jour, vous allez vivre avec eux et partager leurs histoires.","Jour après jour, vous allez vivre avec eux et partager leurs histoires.","Day after day, you will live with them and share their stories.",neutral,neutral
"00:02:39,000","00:02:41,000",Les Marseillais !,Les Marseillais !,Marseillais!,excitement,mild
"00:02:41,000","00:02:43,000",Les Marseillais !,Les Marseillais !,Marseillais!,excitement,mild
"00:03:39,000","00:03:41,000","On l'avait ferme, là !","On l'avait ferme, là !",We had closed it there!,surprise,mild
"00:03:41,000","00:03:43,000",Elle me prend la tête pour rien.,Elle me prend la tête pour rien.,She takes the lead for nothing.,annoyance,mild
"00:03:43,000","00:03:45,000",Rapprochez-vous encore un peu.,Rapprochez-vous encore un peu.,Get closer a little.,neutral,neutral
"00:03:45,000","00:03:47,000","Clairement, ça me fait aussi du bien d'être un petit peu séparé de lui.","Clairement, ça me fait aussi du bien d'être un petit peu séparé de lui.","Clearly, it also makes me good to be a little separated from him.",relief,moderate
"00:03:47,000","00:03:49,000","Mais qu'est-ce qu'il fait, Kev ?","Mais qu'est-ce qu'il fait, Kev ?","But what is he doing, Kev?",confusion,mild
"00:03:49,000","00:03:51,000",Ça peut être le retour du Jaguar.,Ça peut être le retour du Jaguar.,It can be the return of the Jaguar.,curiosity,mild
"00:03:53,000","00:03:55,000",S'ensemble les papas !,S'ensemble les papas !,Smile the dads!,amusement,mild
"00:03:55,000","00:03:57,000","Et un, quatre, et deux, deux, deux, et trois !","Et un, quatre, et deux, deux, deux, et trois !","And one, four, and two, two, two, and three!",excitement,mild
