Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:01,000",عشان تعرف إن أنا أتنازل عند أشياء عادي,عشان تعرف إن أنا أتنازل عند أشياء عادي,To know that I am giving up on ordinary things,realization,moderate
"00:00:01,000","00:00:03,000",هذا الموضوع حمشي أسوي نفسي بأسمي,هذا الموضوع حمشي أسوي نفسي بأسمي,"This topic is Hamashi, I settle myself in my name",neutral,neutral
"00:00:03,000","00:00:05,000",ليه ما تسمع وترد عليك زي ما تتكلمت,ليه ما تسمع وترد عليك زي ما تتكلمت,Why do you hear and respond to you as you talk?,confusion,mild
"00:00:05,000","00:00:07,000",لأنه كلام متخابط ومتلخبط,لأنه كلام متخابط ومتلخبط,Because it is an interrupted and flounder words,annoyance,mild
"00:00:07,000","00:00:08,000",مين اللي متلخبط؟,مين اللي متلخبط؟,مين اللي متلخبط؟,confusion,mild
"00:00:08,000","00:00:09,000",إنتي دحين السينما حطيح بدونك؟,إنتي دحين السينما حطيح بدونك؟,"You are the cinema, and you are not?",confusion,mild
"00:00:09,000","00:00:11,000",أيوة حطيح بدوني,أيوة حطيح بدوني,Ayou Hatih Badouni,neutral,neutral
"00:00:11,000","00:00:13,000",ده The Blind Date Show,ده The Blind Date Show,ده The Blind Date Show,neutral,neutral
"00:00:13,000","00:00:14,000",ودول اتنين ما يعرفوش بعض,ودول اتنين ما يعرفوش بعض,ودول اتنين ما يعرفوش بعض,neutral,neutral
"00:00:22,000","00:00:24,000",كل واحد فيهم مش شايف التاني,كل واحد فيهم مش شايف التاني,كل واحد فيهم مش شايف التاني,neutral,neutral
"00:00:24,000","00:00:25,000",وبينهم الحيطة دي,وبينهم الحيطة دي,وبينهم الحيطة دي,neutral,neutral
"00:00:25,000","00:00:28,000",البلاين ديت بتاعنا عبارة عن 3 راونز,البلاين ديت بتاعنا عبارة عن 3 راونز,The Black Diet is 3 Runs,neutral,neutral
"00:00:28,000","00:00:31,000",كل راونز بينزل لهم موضوع لازم يتكلموا فيه,كل راونز بينزل لهم موضوع لازم يتكلموا فيه,كل راونز بينزل لهم موضوع لازم يتكلموا فيه,neutral,neutral
"00:00:31,000","00:00:32,000",المواضيع دي علاقة بالجواز,المواضيع دي علاقة بالجواز,Threads are related to the passport,neutral,neutral
"00:00:32,000","00:00:33,000",لبس,لبس,clothes,neutral,neutral
"00:00:33,000","00:00:34,000",فلوس,فلوس,money,neutral,neutral
"00:00:34,000","00:00:34,000",شغل,شغل,Job,neutral,neutral
"00:00:34,000","00:00:36,000",وحاجات تانية كتير,وحاجات تانية كتير,وحاجات تانية كتير,neutral,neutral
"00:00:36,000","00:00:37,000",بعد كل راونز,بعد كل راونز,After each Run,neutral,neutral
