Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:04,000","Ik voel me zo opgejaagd, dat wil je niet weten.","Ik voel me zo opgejaagd, dat wil je niet weten.","I feel so hunted, you don't want to know that.",fear,intense
"00:00:04,000","00:00:06,000",Ik moet geen steek meer laten vallen.,Ik moet geen steek meer laten vallen.,I no longer have to drop a stab.,relief,mild
"00:00:06,000","00:00:09,000",In Hunted slaan twaalf Nederlanders op de vlucht.,In Hunted slaan twaalf Nederlanders op de vlucht.,Twelve Dutch people flee in Hunted.,curiosity,moderate
"00:00:09,000","00:00:11,000","Papa, we gaan nu weg!","Papa, we gaan nu weg!","Dad, we're leaving now!",excitement,moderate
"00:00:11,000","00:00:14,000","Doodgewone burgers, zoals jij en ik.","Doodgewone burgers, zoals jij en ik.","Ordinary citizens, like you and me.",neutral,neutral
"00:00:14,000","00:00:16,000",Ik vertrouw niemand meer.,Ik vertrouw niemand meer.,I don't trust anyone anymore.,disappointment,intense
"00:00:16,000","00:00:17,000","Zakken, zakken.","Zakken, zakken.","Bags, bags.",fear,moderate
"00:00:17,000","00:00:20,000",Ik vertrouw het hier echt niet. Dan wil ik wel een beetje doorfietsen.,Ik vertrouw het hier echt niet. Dan wil ik wel een beetje doorfietsen.,I really don't trust it here. Then I want to cycle a bit.,nervousness,moderate
"00:00:20,000","00:00:23,000",Ze moeten uit handen blijven van een team van specialisten.,Ze moeten uit handen blijven van een team van specialisten.,They have to stay over the hands of a team of specialists.,fear,moderate
"00:00:23,000","00:00:25,000",De crème de la crème van de Nederlandse opsporing.,De crème de la crème van de Nederlandse opsporing.,The crème de la crème of the Dutch investigation.,admiration,mild
"00:00:25,000","00:00:29,000","Alles wat ze weten waar ze wonen, verwerkt, hobby's, contacten.","Alles wat ze weten waar ze wonen, verwerkt, hobby's, contacten.","Everything they know where they live, processed, hobbies, contacts.",curiosity,mild
"00:00:29,000","00:00:33,000","21 dagen lang, 24 uur per dag.","21 dagen lang, 24 uur per dag.","21 days long, 24 hours a day.",neutral,neutral
"00:00:33,000","00:00:35,000",Een zenuwslopende klopjacht.,Een zenuwslopende klopjacht.,A nerve -racking manhunt.,excitement,intense
"00:00:35,000","00:00:37,000","Oh shit, wie is dat?","Oh shit, wie is dat?","Oh shit, who is that?",surprise,intense
"00:00:38,000","00:00:42,000",Maar lukt dit in een land dat volhangt met beveiligingscamera's...,Maar lukt dit in een land dat volhangt met beveiligingscamera's...,But this works in a country that is full of security cameras ...,curiosity,mild
"00:00:42,000","00:00:45,000",en waar iedere stap die je zet sporen achterlaat?,en waar iedere stap die je zet sporen achterlaat?,And where every step you take leaves traces?,curiosity,mild
"00:00:45,000","00:00:48,000","Veiligheid gaat hierboven privacy, of je wil of niet.","Veiligheid gaat hierboven privacy, of je wil of niet.","Safety goes above privacy, whether you want or not.",disapproval,moderate
