Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:06,000","No, tía, no, no, ¿por qué haces eso?","No, tía, no, no, ¿por qué haces eso?","No, aunt, no, no, why are you doing that?",confusion,moderate
"00:00:06,000","00:00:12,000","Nunca he pensado en ser infiel, hasta ahora.","Nunca he pensado en ser infiel, hasta ahora.","I have never thought about being unfaithful, until now.",realization,intense
"00:00:12,000","00:00:14,000","Es que no lo entiendo, tía.","Es que no lo entiendo, tía.","I don't understand it, Aunt.",confusion,moderate
"00:00:16,000","00:00:17,000",Es que no lo reconozco.,Es que no lo reconozco.,I do not recognize it.,confusion,mild
"00:00:17,000","00:00:19,000","Normal, normal.","Normal, normal.","Normal, normal.",neutral,neutral
"00:00:19,000","00:00:20,000","El geno es mi novio, tía.","El geno es mi novio, tía.","The Geno is my boyfriend, Aunt.",neutral,neutral
"00:00:20,000","00:00:24,000","Ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay.","Ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay.",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,mild
"00:00:24,000","00:00:27,000","Yo creo que no es una trola, tía, que le gustas.","Yo creo que no es una trola, tía, que le gustas.","I think it's not a trolley, aunt, like you.",confusion,mild
"00:00:28,000","00:00:30,000",Se van a liar.,Se van a liar.,If you go to the liar.,disapproval,moderate
"00:00:44,000","00:00:47,000",Te has dado cuenta que la quieres más de lo que tú piensas.,Te has dado cuenta que la quieres más de lo que tú piensas.,You have realized that you love her more than you think.,realization,intense
"00:00:47,000","00:00:51,000",Y que no puedes perderla y empezar tu vida sin ella.,Y que no puedes perderla y empezar tu vida sin ella.,And you can't lose her and start your life without her.,fear,intense
"00:00:53,000","00:00:55,000","¿Dónde es la pareja más bonita, eh?","¿Dónde es la pareja más bonita, eh?","Where is the most beautiful couple, huh?",curiosity,mild
"00:00:56,000","00:00:57,000",¿La nuestra o no?,¿La nuestra o no?,Ours or not?,curiosity,mild
"00:01:00,000","00:01:02,000","Dime qué pasa, no he dicho nada.","Dime qué pasa, no he dicho nada.","Tell me what happens, I haven't said anything.",curiosity,moderate
"00:01:02,000","00:01:04,000","Nico, Nico, no podéis hablar.","Nico, Nico, no podéis hablar.","Nico, Nico, you can't talk.",disapproval,moderate
"00:01:08,000","00:01:11,000","Creo que es el momento perfecto, ya te lo digo yo.","Creo que es el momento perfecto, ya te lo digo yo.","I think it's the perfect moment, I already tell you.",optimism,moderate
"00:01:25,000","00:01:49,000","No, fue un polvo, es una toma de contacto.","No, fue un polvo, es una toma de contacto.","No, it was a dust, it is a contact.",confusion,mild
"00:01:49,000","00:01:51,000",Yo no quiero que me vean ahí mirándome el polvo de mi vida.,Yo no quiero que me vean ahí mirándome el polvo de mi vida.,I do not want to see me there looking at my dust of my life.,embarrassment,moderate
"00:01:56,000","00:01:58,000",¿Cuándo fue la última vez que os visteis?,¿Cuándo fue la última vez que os visteis?,When was the last time you saw yourself?,curiosity,mild
"00:01:58,000","00:01:59,000",Octubre.,Octubre.,October.,neutral,neutral
"00:01:59,000","00:02:00,000",¿Y qué pasó entre vosotros?,¿Y qué pasó entre vosotros?,And what happened among you?,curiosity,moderate
"00:02:00,000","00:02:02,000",Me encontré con Álvaro en una discoteca.,Me encontré con Álvaro en una discoteca.,I met Álvaro in a disco.,neutral,neutral
"00:02:02,000","00:02:03,000",Junto a él pasamos una noche juntos.,Junto a él pasamos una noche juntos.,Next to him we spent a night together.,neutral,neutral
"00:02:03,000","00:02:04,000",David sabe lo que hay.,David sabe lo que hay.,David knows what there is.,neutral,neutral
"00:02:04,000","00:02:07,000","Nosotros en ese momento no estábamos como pareja,","Nosotros en ese momento no estábamos como pareja,","We were not as a couple at that time,",neutral,neutral
"00:02:07,000","00:02:08,000",nos lo contamos y punto.,nos lo contamos y punto.,We tell ourselves and period.,neutral,neutral
"00:02:11,000","00:02:14,000","A mí lo que me duele es que mi novio lo va a ver, tío.","A mí lo que me duele es que mi novio lo va a ver, tío.","What hurts me is that my boyfriend will see him, uncle.",fear,intense
"00:02:14,000","00:02:16,000",¿Cómo me da ganas de que tú estés aquí?,¿Cómo me da ganas de que tú estés aquí?,How do you want you to be here?,confusion,mild
"00:02:16,000","00:02:17,000",Me duele.,Me duele.,It hurts me.,sadness,intense
"00:02:17,000","00:02:20,000","Pruebas esta conexión con una persona que,","Pruebas esta conexión con una persona que,","Tests this connection with a person who,",curiosity,mild
"00:02:20,000","00:02:22,000",te juro por Dios que yo tampoco.,te juro por Dios que yo tampoco.,I swear to God that either.,disapproval,moderate
"00:02:22,000","00:02:24,000","Me gusta mucho, cada día más.","Me gusta mucho, cada día más.","I really like it, every day.",desire,moderate
"00:02:26,000","00:02:27,000",¿Te estás dejando llevar?,¿Te estás dejando llevar?,Are you getting carried away?,curiosity,moderate
"00:02:27,000","00:02:29,000","Me estoy dejando llevar por lo que siento,","Me estoy dejando llevar por lo que siento,","I'm getting carried away by what I feel,",realization,moderate
"00:02:29,000","00:02:32,000",y siento que no le tengo que poner juegos a mi novia ni de coña.,y siento que no le tengo que poner juegos a mi novia ni de coña.,And I feel that I don't have to put my girlfriend or pussy games.,disapproval,intense
"00:02:32,000","00:02:33,000",Me gusta mucho Moni.,Me gusta mucho Moni.,I really like Moni.,desire,moderate
"00:02:33,000","00:02:39,000","Nunca he pensado en ser infiel, hasta ahora.","Nunca he pensado en ser infiel, hasta ahora.","I have never thought about being unfaithful, until now.",realization,intense
"00:02:39,000","00:02:43,000",Yo a veces me enfado porque no entretengo al 100%.,Yo a veces me enfado porque no entretengo al 100%.,Sometimes I get angry because I don't entertain 100%.,annoyance,moderate
"00:02:45,000","00:02:47,000","Chicos, bienvenidos a la hoguera.","Chicos, bienvenidos a la hoguera.","Boys, welcome to the bonfire.",neutral,neutral
"00:02:47,000","00:02:50,000",Álvaro fue un punto de inflexión en mi relación.,Álvaro fue un punto de inflexión en mi relación.,Álvaro was a turning point in my relationship.,realization,intense
"00:02:50,000","00:02:53,000","No me preocupa absolutamente nada porque María se ríe de él,","No me preocupa absolutamente nada porque María se ríe de él,","I am absolutely worried about anything because Maria laughs at him,",nervousness,intense
"00:02:53,000","00:02:55,000","y él hace caso, pues sería surrealista.","y él hace caso, pues sería surrealista.","And he listens, he would be surreal.",confusion,mild
"00:02:56,000","00:02:58,000","Pero qué pollas, tío.","Pero qué pollas, tío.","But what cock, uncle.",annoyance,moderate
"00:02:58,000","00:03:00,000","No me gusta que lleguen a la cama,","No me gusta que lleguen a la cama,","I don't like them get to bed,",disapproval,intense
"00:03:00,000","00:03:03,000",porque debajo de las sábanas la noche es muy traicionera.,porque debajo de las sábanas la noche es muy traicionera.,Because under the sheets the night is very treacherous.,fear,intense
"00:03:03,000","00:03:05,000",No creo que quieras hacer un borrón y ya está.,No creo que quieras hacer un borrón y ya está.,I don't think you want to make a blur and that's it.,disapproval,moderate
"00:03:05,000","00:03:06,000",Sí.,Sí.,Yeah.,neutral,neutral
"00:03:06,000","00:03:07,000",¿Sí?,¿Sí?,Yeah?,curiosity,mild
"00:03:07,000","00:03:08,000",Yo soy así.,Yo soy así.,I am like that.,neutral,neutral
"00:03:08,000","00:03:09,000",Te saco de mi vida para siempre.,Te saco de mi vida para siempre.,I take you out of my life forever.,anger,intense
"00:03:09,000","00:03:11,000","Pero estoy yendo a la pinza, no sé qué coño ha visto,","Pero estoy yendo a la pinza, no sé qué coño ha visto,","But I'm going to the clamp, I don't know what the hell he has seen,",confusion,moderate
"00:03:11,000","00:03:12,000","porque no ha visto nada,","porque no ha visto nada,","Because he has not seen anything,",annoyance,mild
"00:03:12,000","00:03:14,000",y está hablando de unas formas de mí que no voy a permitir,y está hablando de unas formas de mí que no voy a permitir,And he is talking about some forms that I will not allow,anger,moderate
"00:03:14,000","00:03:15,000",y no tengo ganas de estar aquí.,y no tengo ganas de estar aquí.,And I don't feel like being here.,disappointment,mild
"00:03:16,000","00:03:19,000",¿Es solo Napoli el que busca a Ana?,¿Es solo Napoli el que busca a Ana?,Is it only Napoli who is looking for Ana?,curiosity,mild
"00:03:19,000","00:03:21,000","Sí, yo veo que es él.","Sí, yo veo que es él.","Yes, I see that it is.",realization,neutral
"00:03:21,000","00:03:22,000",¿Seguro?,¿Seguro?,"""SAFE?",confusion,mild
"00:03:24,000","00:03:26,000",Me cago en mi puta madre.,Me cago en mi puta madre.,I shit in my fucking mother.,anger,intense
"00:03:26,000","00:03:28,000","Me cago en mi puta madre, tío.","Me cago en mi puta madre, tío.","I shit in my mother fucking, uncle.",anger,intense
"00:03:28,000","00:03:31,000",Los dos habéis mantenido relaciones sexuales,Los dos habéis mantenido relaciones sexuales,You have both had sex,surprise,moderate
"00:03:31,000","00:03:32,000",en la isla de las tentaciones.,en la isla de las tentaciones.,on the island of temptations.,neutral,neutral
"00:03:32,000","00:03:33,000","Sí, correcto.","Sí, correcto.","Yes, correct.",neutral,neutral
"00:03:33,000","00:03:35,000",¿Entonces por qué estás tan enfadado?,¿Entonces por qué estás tan enfadado?,So why are you so angry?,curiosity,mild
"00:03:35,000","00:03:37,000","Porque yo lo he hecho, porque ella se ha liado con él","Porque yo lo he hecho, porque ella se ha liado con él","Because I have done it, because she has struck him",remorse,moderate
"00:03:37,000","00:03:38,000",desde el primer día.,desde el primer día.,From the first day.,realization,neutral
"00:03:38,000","00:03:40,000","Te vas a reír de mí, me río yo de ti.","Te vas a reír de mí, me río yo de ti.","You're going to laugh at me, I laugh at you.",,
"00:03:40,000","00:03:43,000",Este es el collar del Beto.,Este es el collar del Beto.,This is Beto's necklace.,neutral,neutral
"00:03:43,000","00:03:46,000","Hemos decidido vetar a Álvaro,","Hemos decidido vetar a Álvaro,","We have decided to veto Álvaro,",disapproval,mild
"00:03:46,000","00:03:49,000","porque como ya han tenido algo antes,","porque como ya han tenido algo antes,","because as they have had something before,",neutral,neutral
"00:03:49,000","00:03:50,000",quizás eso es más peligroso.,quizás eso es más peligroso.,Maybe that's more dangerous.,fear,mild
"00:03:51,000","00:03:53,000","Chicas, bienvenidas a la hoguera.","Chicas, bienvenidas a la hoguera.","Girls, welcome to the bonfire.",neutral,neutral
"00:03:55,000","00:03:57,000","¡Qué asco, hijo, qué asco!","¡Qué asco, hijo, qué asco!","What a disgust, son, how disgust!",disgust,intense
"00:03:57,000","00:03:58,000",¡Madre mía!,¡Madre mía!,My mother!,surprise,moderate
