Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:04,000","John, vragen ze dan. Ben je blij dat je programma tien jaar bestaat?","John, vragen ze dan. Ben je blij dat je programma tien jaar bestaat?","John, they ask. Are you happy that your program has been around for ten years?",curiosity,mild
"00:00:04,000","00:00:08,000",En natuurlijk fantastisch. Zoveel mooie herinneringen.,En natuurlijk fantastisch. Zoveel mooie herinneringen.,And of course fantastic. So many beautiful memories.,joy,moderate
"00:00:08,000","00:00:10,000",O!,O!,O!,surprise,mild
"00:00:12,000","00:00:14,000",Hallo?,Hallo?,Hallo?,neutral,neutral
"00:00:14,000","00:00:16,000",Ah!,Ah!,Ah!,surprise,mild
"00:00:16,000","00:00:18,000",Ah! Stoppen!,Ah! Stoppen!,Ah! Fuses!,confusion,mild
"00:00:18,000","00:00:20,000",Ik denk dat we even terug moeten naar de basis.,Ik denk dat we even terug moeten naar de basis.,I think we have to go back to basics.,realization,moderate
"00:00:20,000","00:00:23,000","Ik ga niet zo snel weg. Nee, ik ga niet zo snel weg.","Ik ga niet zo snel weg. Nee, ik ga niet zo snel weg.","I'm not leaving so quickly. No, I'm not leaving so quickly.",optimism,moderate
"00:00:23,000","00:00:25,000",Ah!,Ah!,Ah!,surprise,mild
"00:00:26,000","00:00:28,000","Kom op, kom op.","Kom op, kom op.","Come on, come on.",,
"00:00:28,000","00:00:32,000",Natuurlijk hebben we dit jaar ook chauffeurs met hun eigen issues in het verkeer.,Natuurlijk hebben we dit jaar ook chauffeurs met hun eigen issues in het verkeer.,Of course we also have drivers this year with their own issues in traffic.,neutral,neutral
"00:00:39,000","00:00:43,000",En hoe mooi is het dat we al deze chauffeurs...,En hoe mooi is het dat we al deze chauffeurs...,And how beautiful it is that we all these drivers ...,admiration,mild
"00:00:43,000","00:00:45,000",Woehoe!,Woehoe!,Woehoe!,excitement,intense
"00:00:45,000","00:00:47,000",Ah!,Ah!,Ah!,surprise,mild
"00:00:47,000","00:00:49,000",Knallend gezoen.,Knallend gezoen.,Shaving.,neutral,neutral
