Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:02,000",Várjál! Várjál!,Várjál! Várjál!,Wait! Wait!,surprise,mild
"00:00:02,000","00:00:04,000",Kelemen Anna önkínzó napot tartott.,Kelemen Anna önkínzó napot tartott.,Anna Kelemen had a self -torture day.,sadness,moderate
"00:00:04,000","00:00:08,000",A képnek az értéke 5 millió forint.,A képnek az értéke 5 millió forint.,The value of the picture is 5 million HUF.,surprise,moderate
"00:00:08,000","00:00:10,000",Hűzi a nagymamától örökölt festménnyel üzletelt.,Hűzi a nagymamától örökölt festménnyel üzletelt.,He's a granny inherited painting.,neutral,neutral
"00:00:10,000","00:00:14,000","Egyáltalán a kicsi szívedet találom, hogy mi a franc jött el öled.","Egyáltalán a kicsi szívedet találom, hogy mi a franc jött el öled.",I find your little heart at all what the hell came to you.,confusion,moderate
"00:00:14,000","00:00:16,000",Segítsen?,Segítsen?,Help?,confusion,mild
"00:00:31,000","00:00:33,000",Édes élet!,Édes élet!,Sweet Life!,excitement,mild
"00:00:34,000","00:00:37,000","Az Édes Élet mai adásában Pamela az új lakást szépíti meg,","Az Édes Élet mai adásában Pamela az új lakást szépíti meg,","Pamela beautifies the new apartment in today's broadcast of sweet life,",neutral,neutral
"00:00:37,000","00:00:39,000",amíg Berki Barcelonában pihen.,amíg Berki Barcelonában pihen.,while Berki rest in Barcelona.,neutral,neutral
"00:00:39,000","00:00:42,000","Csiki, minden esporolni kell, amint csak tudom, mert nem hagyod itt a lunt.","Csiki, minden esporolni kell, amint csak tudom, mert nem hagyod itt a lunt.","Csiki, everything has to be dusted as I know because you don't leave the lun here.",annoyance,mild
"00:00:42,000","00:00:43,000","Semmik te, ezt a Krisztián.","Semmik te, ezt a Krisztián.","Nothing you, this is Christian.",neutral,neutral
"00:00:43,000","00:00:45,000",Sági Ékran majd nap vár a klimitán.,Sági Ékran majd nap vár a klimitán.,Sági will be waiting for the climate.,neutral,neutral
"00:00:45,000","00:00:46,000",Most akkor mi történik?,Most akkor mi történik?,What happens now?,confusion,mild
"00:00:46,000","00:00:48,000","Most nem tudjuk, ha petesejt lesz ivás.","Most nem tudjuk, ha petesejt lesz ivás.",We do not know now if an egg is drinking.,confusion,moderate
"00:00:48,000","00:00:50,000",Győzi pedig kiborul Zsolti magánakcióján.,Győzi pedig kiborul Zsolti magánakcióján.,And Zsolti wins his own.,pride,mild
"00:00:50,000","00:00:52,000",És be a pénzéségén.,És be a pénzéségén.,And in his money.,neutral,neutral
"00:00:52,000","00:00:54,000","Képes leszem odaadni, csak az, hogy te ruvakot vegyél előre.","Képes leszem odaadni, csak az, hogy te ruvakot vegyél előre.","I can give it to you, just to take Ruvak ahead.",neutral,neutral
"00:00:54,000","00:00:56,000","Nehogy rohadt, kocsit vennék már kicsit nagyobban.","Nehogy rohadt, kocsit vennék már kicsit nagyobban.","Not to be rotten, I would buy a car a little bigger.",desire,mild
"00:00:56,000","00:00:58,000",Az ámbó Krisztián kerekesszékbe kerül.,Az ámbó Krisztián kerekesszékbe kerül.,Krisztián Ambó goes into a wheelchair.,neutral,neutral
"00:00:58,000","00:00:59,000",Látod?,Látod?,Do you see it?,curiosity,mild
"00:00:59,000","00:01:00,000","Igen, lassan.","Igen, lassan.","Yes, slowly.",neutral,neutral
"00:01:00,000","00:01:01,000","Jó, persze.","Jó, persze.","Okay, of course.",neutral,neutral
"00:01:01,000","00:01:04,000",Édes élet!,Édes élet!,Sweet Life!,excitement,mild
"00:01:04,000","00:01:06,000",Hát szerintem még nincsenek fenn.,Hát szerintem még nincsenek fenn.,"Well, I don't think they're up yet.",curiosity,mild
"00:01:06,000","00:01:07,000",Nincsenek fenn.,Nincsenek fenn.,They are not up.,neutral,neutral
"00:01:07,000","00:01:08,000",Ilyenkor a hang.,Ilyenkor a hang.,"In this case, the sound.",neutral,neutral
"00:01:08,000","00:01:09,000",Dehogy vannak.,Dehogy vannak.,"No, they are.",neutral,neutral
"00:01:09,000","00:01:11,000","Fel kell lenni, jó reggelt.","Fel kell lenni, jó reggelt.","You have to be up, good morning.",neutral,neutral
"00:01:11,000","00:01:13,000",Csöngő.,Csöngő.,Ringing.,neutral,neutral
"00:01:13,000","00:01:14,000",Melyik a csöngő?,Melyik a csöngő?,Which one is the bell?,curiosity,mild
"00:01:14,000","00:01:15,000",Az a villany. Ott van oda.,Az a villany. Ott van oda.,That's the electricity. He's there.,neutral,neutral
"00:01:15,000","00:01:16,000",A villany.,A villany.,The electricity.,neutral,neutral
"00:01:17,000","00:01:19,000","Fogadj, mi ébresztjük őket?","Fogadj, mi ébresztjük őket?","Bet, we wake them up?",curiosity,mild
"00:01:19,000","00:01:21,000","Ez tehát dolog, nem fiatalokban.","Ez tehát dolog, nem fiatalokban.",So this is not in young people.,disapproval,mild
"00:01:21,000","00:01:23,000",Jano!,Jano!,Jano!,neutral,neutral
"00:01:23,000","00:01:25,000","Cukor fiú, merre vagy?","Cukor fiú, merre vagy?","Sugar boy, where are you?",curiosity,mild
"00:01:26,000","00:01:28,000",Ne kopd már össze a gizinek az ablakot!,Ne kopd már össze a gizinek az ablakot!,Don't be taught the window of Gizi anymore!,annoyance,mild
"00:01:29,000","00:01:30,000",Jano!,Jano!,Jano!,neutral,neutral
"00:01:30,000","00:01:37,000","Megérkeztük Jani bátyámhoz, és hát fura volt nekem, hogy nem nyit ajtót, mindig tartkarokkal vár engem, pl. amikor nyarvnak, akkor meg földi eperrel vár engem.","Megérkeztük Jani bátyámhoz, és hát fura volt nekem, hogy nem nyit ajtót, mindig tartkarokkal vár engem, pl. amikor nyarvnak, akkor meg földi eperrel vár engem.","We arrived at my brother Jani, and it was weird for not opening the door, always waiting for me with tanks, for example. When he is summer, he waits for me with earthly strawberries.",confusion,moderate
"00:01:39,000","00:01:40,000",Még egy csö... Nem!,Még egy csö... Nem!,One more pipe ... no!,annoyance,mild
"00:01:40,000","00:01:42,000","Ne! Kiszakad az ajtód, győző!","Ne! Kiszakad az ajtód, győző!","Not! Your door breaks, Győző!",anger,moderate
"00:01:42,000","00:01:43,000",Baszd meg!,Baszd meg!,Fuck it!,anger,intense
"00:01:43,000","00:01:44,000",Befejezted?,Befejezted?,Did you finish?,neutral,neutral
"00:01:44,000","00:01:45,000",Ha nem otthon vagy... Hallod?,Ha nem otthon vagy... Hallod?,If you are not at home ... Do you hear it?,curiosity,moderate
"00:01:45,000","00:01:47,000",Jancsi!,Jancsi!,Jancsi!,neutral,neutral
"00:01:47,000","00:01:49,000",Csak a csöngőt nyújt.,Csak a csöngőt nyújt.,It only provides the rogue.,neutral,neutral
"00:01:49,000","00:01:50,000",Ha majdnem bedől.,Ha majdnem bedől.,If you almost fall.,neutral,neutral
"00:01:50,000","00:01:51,000",Jó reggel!,Jó reggel!,Good morning!,neutral,neutral
"00:01:51,000","00:01:52,000",Sziasztok!,Sziasztok!,Hi!,neutral,neutral
"00:01:52,000","00:01:53,000",Mi ez a nagy...,Mi ez a nagy...,What is this big ...,curiosity,mild
"00:01:53,000","00:01:55,000",Ki vagy fénysüve reggel 7 óra?,Ki vagy fénysüve reggel 7 óra?,Who are you luminous in the morning?,curiosity,mild
"00:01:55,000","00:01:56,000",Infúzióra.,Infúzióra.,Infusion.,neutral,neutral
"00:01:56,000","00:01:57,000",Infúzióra mi?,Infúzióra mi?,What?,confusion,mild
"00:01:57,000","00:01:58,000",Igen.,Igen.,Again.,neutral,neutral
"00:01:58,000","00:02:00,000","Na hol a kép életem? Hagyj meg, mert rohannunk Pestre!","Na hol a kép életem? Hagyj meg, mert rohannunk Pestre!",Where is the picture of my life? Leave it because we run to Pest!,fear,moderate
"00:02:00,000","00:02:02,000","Figyelj majd, de... Hát Zsolti elvitte.","Figyelj majd, de... Hát Zsolti elvitte.","Listen, but ... Well, Zsolti took it.",annoyance,mild
"00:02:02,000","00:02:04,000",Mi van?,Mi van?,What do you have?,curiosity,mild
"00:02:04,000","00:02:06,000",Hát... Többet ígért érte.,Hát... Többet ígért érte.,Well ... he promised more for him.,disappointment,mild
"00:02:06,000","00:02:07,000",Mi van?,Mi van?,What do you have?,curiosity,mild
"00:02:07,000","00:02:09,000","Azt mondta, hogy veled megbeszélte.","Azt mondta, hogy veled megbeszélte.",He said he had discussed with you.,confusion,mild
"00:02:09,000","00:02:10,000",Azt a drága képet oda?,Azt a drága képet oda?,That expensive picture there?,surprise,mild
"00:02:10,000","00:02:13,000","Most várjál, ne akart, hogy kora reggel jön, most kikösszek a kórházbe.","Most várjál, ne akart, hogy kora reggel jön, most kikösszek a kórházbe.","Wait now, don't want to come early in the morning, now I would go to the hospital.",annoyance,moderate
"00:02:13,000","00:02:14,000",Te odaadtad Zsoltinak a képet?,Te odaadtad Zsoltinak a képet?,Did you give Zsolti the picture?,curiosity,mild
"00:02:14,000","00:02:15,000","De így könyörgőlt, hogy...","De így könyörgőlt, hogy...",But he begged for ...,neutral,neutral
"00:02:15,000","00:02:17,000",Te odaadtad Zsoltinak a képet?,Te odaadtad Zsoltinak a képet?,Did you give Zsolti the picture?,curiosity,mild
"00:02:17,000","00:02:18,000","Dehogy, hát csak...","Dehogy, hát csak...","No, well ...",neutral,neutral
"00:02:18,000","00:02:19,000",Hát most hol van?,Hát most hol van?,Where is it now?,curiosity,mild
"00:02:19,000","00:02:20,000","Jaj, jaj, jaj...","Jaj, jaj, jaj...","Eggs, eggs, eggs ...",neutral,neutral
"00:02:26,000","00:02:27,000","Nagyon fáj még a deléka, hallod szívem?","Nagyon fáj még a deléka, hallod szívem?","Is the delea still hurting, can you hear my heart?",sadness,moderate
"00:02:27,000","00:02:28,000","Fáj, kíncsám.","Fáj, kíncsám.","It hurts, my crush.",sadness,mild
"00:02:28,000","00:02:29,000",Persze.,Persze.,Of course.,neutral,neutral
"00:02:29,000","00:02:32,000","Úgy mint tegnap, de még mindig érzem, hogy beszélyes.","Úgy mint tegnap, de még mindig érzem, hogy beszélyes.","Like yesterday, but I still feel stupid.",embarrassment,mild
"00:02:32,000","00:02:36,000","Hallod, nem is tudom szívem, ez a rajzóról most akarsz menni.","Hallod, nem is tudom szívem, ez a rajzóról most akarsz menni.","You hear, I don't know my heart, this drawing is about to go now.",confusion,mild
"00:02:36,000","00:02:37,000",Igen?,Igen?,Again?,surprise,mild
"00:02:37,000","00:02:38,000",Ez most minek?,Ez most minek?,What is this now?,confusion,mild
"00:02:38,000","00:02:39,000",Vagy muszáj ez?,Vagy muszáj ez?,Or do you have to?,curiosity,mild
"00:02:39,000","00:02:40,000",Vagy mi ez?,Vagy mi ez?,Or what is this?,confusion,mild
"00:02:40,000","00:02:42,000","Cica, tudod, hogy fel szeretem egy kicsit frissíteni, mert akarom nézni.","Cica, tudod, hogy fel szeretem egy kicsit frissíteni, mert akarom nézni.","Kitty, you know I like to refresh a little because I want to watch it.",desire,mild
"00:02:42,000","00:02:44,000","Tudod, hogy régen nagyon sokat rajzoltam, és nagyon szeretem...","Tudod, hogy régen nagyon sokat rajzoltam, és nagyon szeretem...",You know I used to draw a lot a lot and I really like ...,neutral,neutral
"00:02:44,000","00:02:47,000","Kicsim, fáj a delekom, szívecském, és most ezt muszáj...","Kicsim, fáj a delekom, szívecském, és most ezt muszáj...","Baby, my delle, my heart hurts, and now I have to ...",sadness,moderate
"00:02:47,000","00:02:49,000","Szívem, most már muszáj, mert megbeszéltem, hogy meg...","Szívem, most már muszáj, mert megbeszéltem, hogy meg...","My heart, now I have to because I agreed to ...",neutral,neutral
"00:02:49,000","00:02:53,000","Ami nagyon szeretem, mikor így tekintettel vagy rám, az nagyon-nagyon kedvenem.","Ami nagyon szeretem, mikor így tekintettel vagy rám, az nagyon-nagyon kedvenem.","What I really like when you look at me in this way is very, very pleased.",joy,moderate
"00:02:53,000","00:02:57,000","Én nagyon szeretek rajzolni, még kisebb koromban jártam rajzversenyekre is,","Én nagyon szeretek rajzolni, még kisebb koromban jártam rajzversenyekre is,","I really like to draw, even when I was younger, I went to drawing competitions,",pride,mild
"00:02:57,000","00:02:59,000","általános iskolában nyertem versenyeket is,","általános iskolában nyertem versenyeket is,","I also won races in elementary school,",pride,mild
"00:02:59,000","00:03:01,000","úgyhogy én úgy érzem, hogy elég jó vagyok benne,","úgyhogy én úgy érzem, hogy elég jó vagyok benne,","so I feel like I'm good enough in it,",neutral,neutral
"00:03:01,000","00:03:05,000","bár már nagyon régen nem próbáltam, és szeretném újra felfrissíteni a tudományomat.","bár már nagyon régen nem próbáltam, és szeretném újra felfrissíteni a tudományomat.",Although I haven't tried it for a very long time and I would like to refresh my science again.,desire,mild
"00:03:05,000","00:03:06,000",Mit te akarsz rajzolni?,Mit te akarsz rajzolni?,What do you want to draw?,curiosity,mild
"00:03:06,000","00:03:07,000","Óvatosan, mert nagyon kész...","Óvatosan, mert nagyon kész...",Carefully because it's very ready ...,neutral,neutral
"00:03:14,000","00:03:18,000","Van csendélet, lehet tárgyokat, mit tudom én, ezt a vázát, virágcsokrot lefested,","Van csendélet, lehet tárgyokat, mit tudom én, ezt a vázát, virágcsokrot lefested,","There is still life, can be objects, what do I know, you painted this vase, bouquet of flowers,",neutral,neutral
"00:03:18,000","00:03:22,000","akkor valami kivész a környezetbe, lefested azt a akmodelleket.","akkor valami kivész a környezetbe, lefested azt a akmodelleket.","Then something gets out of the environment, you painted that academics.",neutral,neutral
"00:03:22,000","00:03:23,000",Mindenféle van.,Mindenféle van.,There is all kinds of.,neutral,neutral
"00:03:23,000","00:03:25,000",Mi? Milyen akmodelleket? Mi ez? Nem értem.,Mi? Milyen akmodelleket? Mi ez? Nem értem.,What? What Akmodels? What is this? I don't understand.,confusion,moderate
"00:03:25,000","00:03:26,000","Most értem, miről van szó.","Most értem, miről van szó.",Now I understand what it is.,realization,mild
"00:03:26,000","00:03:31,000","Van aki beáll, megáll egy, mit tudom én, egy ű, egy nő, vagy egy férfi, így.","Van aki beáll, megáll egy, mit tudom én, egy ű, egy nő, vagy egy férfi, így.","There are some who sets up, stops one, what I know, a woman, a woman, or a man, so.",neutral,neutral
"00:03:31,000","00:03:32,000","Hát remélem, hogy nő.","Hát remélem, hogy nő.","Well, I hope she's a woman.",desire,mild
"00:03:32,000","00:03:33,000",És te meg rajzolod.,És te meg rajzolod.,And you draw.,neutral,neutral
"00:03:33,000","00:03:35,000","Hát remélem, hogy nem egyébként férfi fogod ott rajzolgatni.","Hát remélem, hogy nem egyébként férfi fogod ott rajzolgatni.","Well, I hope you're not going to draw a man there anyway.",disapproval,mild
"00:03:35,000","00:03:36,000","Nem, én.","Nem, én.","No, me.",neutral,neutral
"00:03:37,000","00:03:38,000","Szia, gyere!","Szia, gyere!","Hi, come on!",excitement,mild
"00:03:38,000","00:03:39,000",Szia!,Szia!,Hi!,neutral,neutral
"00:03:40,000","00:03:42,000","Szia a turkom, Hódi!","Szia a turkom, Hódi!","Hi Turkom, Hódi!",neutral,neutral
"00:03:42,000","00:03:43,000","Szia, Jóbert!","Szia, Jóbert!","Hi, goodbert!",neutral,neutral
"00:03:43,000","00:03:44,000","Szia, Hódi Palána vagyok.","Szia, Hódi Palána vagyok.","Hi, I'm a Hódi Palana.",neutral,neutral
"00:03:44,000","00:03:45,000","Szia, Jóbert!","Szia, Jóbert!","Hi, goodbert!",neutral,neutral
"00:03:45,000","00:03:46,000",Felteszítő telefonon.,Felteszítő telefonon.,On the phone.,neutral,neutral
"00:03:48,000","00:03:50,000","Hoztam egy pár dolgot, amit...","Hoztam egy pár dolgot, amit...",I brought a couple of things that ...,neutral,neutral
"00:03:50,000","00:03:52,000","Na, itt az asztal, itt meg tudjuk nézni.","Na, itt az asztal, itt meg tudjuk nézni.","Well, here's the table, we can watch it here.",neutral,neutral
"00:03:52,000","00:03:55,000","Feri nagyon jó fej volt, hiszen azért így az utolsó pillanatban szóltam neki,","Feri nagyon jó fej volt, hiszen azért így az utolsó pillanatban szóltam neki,","Feri was a very good head because I told her at the last minute,",gratitude,mild
"00:03:55,000","00:03:57,000","hogy légy szíves, hogy gyere már is, nézd meg a lakást.","hogy légy szíves, hogy gyere már is, nézd meg a lakást.","To be happy to come, look at the apartment.",approval,mild
"00:03:57,000","00:03:59,000","És hát azért nem is egy pici lakásról van szó,","És hát azért nem is egy pici lakásról van szó,","And so it's not a little apartment,",neutral,neutral
"00:03:59,000","00:04:02,000",úgyhogy azért ez szerintem egy nagyobb melónak számít.,úgyhogy azért ez szerintem egy nagyobb melónak számít.,So I think it's a bigger job.,realization,mild
"00:04:02,000","00:04:04,000","Nagyon, nagyon kedves tőle szerintem,","Nagyon, nagyon kedves tőle szerintem,","Very, very kind of him I think,",admiration,mild
"00:04:04,000","00:04:07,000","hogy azért tényleg hamar ott tudott lenni, és jött és segített.","hogy azért tényleg hamar ott tudott lenni, és jött és segített.",That he could really be there soon and came and helped.,gratitude,moderate
"00:04:07,000","00:04:10,000","Figyelj, ide a nappaliba ugyanilyet tudsz mutatni, ami ez.","Figyelj, ide a nappaliba ugyanilyet tudsz mutatni, ami ez.","Listen, you can show the same thing here in the living room.",neutral,neutral
"00:04:11,000","00:04:12,000","Ilyesmi, nem?","Ilyesmi, nem?","Such, isn't it?",curiosity,mild
"00:04:12,000","00:04:14,000","Hát igen, a drapoknál kell nyilván keresni.","Hát igen, a drapoknál kell nyilván keresni.","Well, yes, the drapes obviously have to look for.",neutral,neutral
"00:04:15,000","00:04:16,000","Na, ez.","Na, ez.","Well, that's it.",neutral,neutral
"00:04:16,000","00:04:17,000","Na, mutatom is.","Na, mutatom is.","Well, I'll show you.",neutral,neutral
"00:04:17,000","00:04:19,000",Ilyet szeretnék a nappaliba.,Ilyet szeretnék a nappaliba.,I want this to the living room.,desire,mild
"00:04:19,000","00:04:21,000",A hálószobába pedig...,A hálószobába pedig...,And in the bedroom ...,neutral,neutral
"00:04:22,000","00:04:24,000",Miért színílik egy hálószobában?,Miért színílik egy hálószobában?,Why does it play in a bedroom?,curiosity,mild
"00:04:24,000","00:04:26,000","A tojássárgát, az melyik...","A tojássárgát, az melyik...","The egg yolk, which ...",neutral,neutral
"00:04:26,000","00:04:28,000",Itt vannak ilyesmi a tojássárgák.,Itt vannak ilyesmi a tojássárgák.,Here are the egg yolks like this.,neutral,neutral
"00:04:28,000","00:04:29,000",A gyerekszobában olyat szeretnék...,A gyerekszobában olyat szeretnék...,I want something in the nursery ...,desire,mild
"00:04:29,000","00:04:31,000","Ja, nem is, bocsánat, mert én már múltkor kitaláltam,","Ja, nem is, bocsánat, mert én már múltkor kitaláltam,","Yeah, no, I'm sorry, because I figured it out last time,",remorse,mild
"00:04:34,000","00:04:35,000",hogy olyan színt szeretnék.,hogy olyan színt szeretnék.,that I want such a color.,desire,mild
"00:04:35,000","00:04:36,000",Tudnál járni egy pillanatra?,Tudnál járni egy pillanatra?,Can you walk for a moment?,neutral,neutral
"00:04:36,000","00:04:37,000",Persze.,Persze.,Of course.,neutral,neutral
"00:04:37,000","00:04:38,000",Ilyen színt szerették.,Ilyen színt szerették.,They liked such a color.,approval,mild
"00:04:39,000","00:04:42,000","Ez a szín jobban ki fogja adni ezt a tapintát, mint ez a tojássárga.","Ez a szín jobban ki fogja adni ezt a tapintát, mint ez a tojássárga.",This color will give you more than this egg yolk.,optimism,mild
"00:04:42,000","00:04:43,000",Jól gondolod?,Jól gondolod?,Do you think well?,curiosity,mild
"00:04:43,000","00:04:46,000","Jól gondolod, igen, de a színskálából hozzánézünk egy színt,","Jól gondolod, igen, de a színskálából hozzánézünk egy színt,","Well you think yes, but we look at a color from the color scale,",neutral,neutral
"00:04:46,000","00:04:47,000",és ez a nyilván...,és ez a nyilván...,And this obviously ...,neutral,neutral
"00:04:47,000","00:04:48,000","Na, már jegyeztem is a színet.","Na, már jegyeztem is a színet.","Well, I've already noted the color.",neutral,neutral
"00:04:48,000","00:04:50,000","Színet. Jézusom, színt.","Színet. Jézusom, színt.","Color. Jesus, color.",annoyance,mild
"00:04:50,000","00:04:51,000",Ez egy kis izgulós.,Ez egy kis izgulós.,It's a little excited.,excitement,mild
"00:04:51,000","00:04:52,000","Nagyon izgulsz, mi?","Nagyon izgulsz, mi?","Are you really excited, huh?",curiosity,mild
"00:04:52,000","00:04:53,000",Persze.,Persze.,Of course.,neutral,neutral
"00:04:53,000","00:04:54,000",Én is.,Én is.,I too.,neutral,neutral
"00:04:54,000","00:04:55,000",Minden rendben.,Minden rendben.,Everything is fine.,neutral,neutral
"00:04:55,000","00:04:56,000",Ha ez megnyugtat...,Ha ez megnyugtat...,If this reassures me ...,nervousness,mild
"00:04:56,000","00:04:57,000",Meg is izgulsz.,Meg is izgulsz.,You're excited.,excitement,mild
"00:04:57,000","00:04:58,000",Persze.,Persze.,Of course.,neutral,neutral
