Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:01,000",Wie hoch ist dein Bodycount?,Wie hoch ist dein Bodycount?,How high is your body count?,curiosity,moderate
"00:00:04,000","00:00:05,000",Ich hatte bis jetzt ... Weißt du?,Ich hatte bis jetzt ... Weißt du?,I had so far ... do you know?,confusion,mild
"00:00:06,000","00:00:09,000",Das ist Tom und er datet heute 7 Girls gleichzeitig.,Das ist Tom und er datet heute 7 Girls gleichzeitig.,This is Tom and he dates 7 girls today at the same time.,amusement,moderate
"00:00:09,000","00:00:11,000",Hinter diesem weißen Vorhang stehen 7 Mädels.,Hinter diesem weißen Vorhang stehen 7 Mädels.,There are 7 girls behind this white curtain.,curiosity,mild
"00:00:11,000","00:00:14,000","Jeder ein anderes Outfit, jeder eine andere Persönlichkeit.","Jeder ein anderes Outfit, jeder eine andere Persönlichkeit.","Everyone a different outfit, everyone a different personality.",curiosity,mild
"00:00:14,000","00:00:15,000",Jede Runde kriegt eine raus.,Jede Runde kriegt eine raus.,Every round gets one out.,neutral,neutral
"00:00:15,000","00:00:18,000","Der Vorhang geht nach und nach weiter nach oben,","Der Vorhang geht nach und nach weiter nach oben,","The curtain gradually goes up,",,
"00:00:18,000","00:00:19,000",denn am Ende bleibt nur ein Abbrech.,denn am Ende bleibt nur ein Abbrech.,Because in the end there is only a dropout.,neutral,neutral
"00:00:19,000","00:00:21,000",Stell dich doch mal vor.,Stell dich doch mal vor.,Imagine.,curiosity,mild
"00:00:21,000","00:00:22,000","Hallo Leute, ich bin Tom Supreme.","Hallo Leute, ich bin Tom Supreme.","Hello guys, I'm Tom Supreme.",neutral,neutral
"00:00:22,000","00:00:25,000",Ich bin heute der Bademeister ihres Vertrauens.,Ich bin heute der Bademeister ihres Vertrauens.,I am the lifeguard you trust today.,neutral,neutral
"00:00:25,000","00:00:26,000",Wonach suchst du heute?,Wonach suchst du heute?,What are you looking for today?,curiosity,mild
"00:00:26,000","00:00:28,000",Die Liebe führt zu Leben.,Die Liebe führt zu Leben.,Love leads to life.,optimism,moderate
"00:00:28,000","00:00:30,000","Ich habe es schon mal probiert, es hat nicht funktioniert.","Ich habe es schon mal probiert, es hat nicht funktioniert.","I've tried it before, it didn't work.",disappointment,mild
