Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:04,000","No to słuchajcie, ja bym chciał bardzo podziękować. Bawimy się świetnie. Do zobaczenia.","No to słuchajcie, ja bym chciał bardzo podziękować. Bawimy się świetnie. Do zobaczenia.","Then listen, I would like to thank you very much. We have a great time. See you.",gratitude,mild
"00:00:07,000","00:00:08,000",Idę do piwnicy!,Idę do piwnicy!,I'm going to the basement!,excitement,moderate
"00:00:08,000","00:00:10,000","Ja idę do piwnicy, idę do piwnicy!","Ja idę do piwnicy, idę do piwnicy!","I'm going to the basement, I'm going to the basement!",excitement,intense
"00:00:10,000","00:00:16,000","Kurczę, tak dopełnie szczerze myślę, że to była trochę głupia decyzja, żeby pierwszego dnia już go wywalać,","Kurczę, tak dopełnie szczerze myślę, że to była trochę głupia decyzja, żeby pierwszego dnia już go wywalać,","Man, I will complement it honestly, I think it was a bit stupid decision to throw him out on the first day,",disapproval,moderate
"00:00:16,000","00:00:21,000","bo Karol mega zasiewał, wiesz, ziarno, takie niepewności, ale wydaje mi się, że trollował.","bo Karol mega zasiewał, wiesz, ziarno, takie niepewności, ale wydaje mi się, że trollował.","Because Karol mega sowed, you know, grain, such uncertainty, but I think he trolled.",confusion,mild
"00:00:21,000","00:00:25,000","Skoro Karol odpadł, to mamy Postiego i Kasię!","Skoro Karol odpadł, to mamy Postiego i Kasię!","Since Karol was eliminated, we have Posti and Kasia!",neutral,neutral
"00:00:25,000","00:00:26,000",No dokładnie.,No dokładnie.,Exactly.,neutral,neutral
"00:00:26,000","00:00:30,000","W pakcie były cztery osoby, które były wyczytane przez MPZ-a.","W pakcie były cztery osoby, które były wyczytane przez MPZ-a.",There were four people in the packet who were read by MPZ.,neutral,neutral
"00:00:30,000","00:00:35,000","Pakt był świetnością, tylko jakim cudem jestem w stanie to zrobić, jak nie jestem w mafii?","Pakt był świetnością, tylko jakim cudem jestem w stanie to zrobić, jak nie jestem w mafii?","The pact was splendor, but how can I do it if I'm not in the mafia?",confusion,moderate
"00:00:35,000","00:00:38,000","Ej, dobra, umówmy się, dobra? Że nie wyrzucamy naszej czwórki.","Ej, dobra, umówmy się, dobra? Że nie wyrzucamy naszej czwórki.","Hey, okay, let's arrange, okay? That we do not throw away our four.",optimism,mild
"00:00:38,000","00:00:40,000","No, kogoś tam wydupcmy, pamiętasz?","No, kogoś tam wydupcmy, pamiętasz?","Well, let's get someone there, remember?",curiosity,mild
"00:00:40,000","00:00:45,000","Ja ci powiem, jak z mojej perspektywy to wyglądało, że ja powiedziałem, jakie osoby są podejrzane","Ja ci powiem, jak z mojej perspektywy to wyglądało, że ja powiedziałem, jakie osoby są podejrzane",I will tell you how from my perspective it looked that I said what people they were suspicious,curiosity,moderate
"00:00:45,000","00:00:47,000","i że jedna z tych jest podejrzana, czyli Kasia.","i że jedna z tych jest podejrzana, czyli Kasia.","And that one of those is suspicious, or Kasia.",confusion,mild
"00:00:47,000","00:00:48,000","No tak, te trzy, no, no, no.","No tak, te trzy, no, no, no.","Well, these three, well, no.",neutral,neutral
"00:00:48,000","00:00:54,000","Następnie poszliśmy na rozmowę i dogadaliśmy się, że dzisiaj nikt stąd, z tej czwórki nie odpada,","Następnie poszliśmy na rozmowę i dogadaliśmy się, że dzisiaj nikt stąd, z tej czwórki nie odpada,","Then we went to the interview and agreed that today nobody from here, of the four, falls off,",optimism,mild
"00:00:54,000","00:00:56,000","no i odpadła jedna osoba z tej czwórki, czyli Friz.","no i odpadła jedna osoba z tej czwórki, czyli Friz.","And one person from the four, or Friz fell off.",surprise,moderate
"00:00:56,000","00:00:57,000",To ch**o.,To ch**o.,To ch ** o.,anger,intense
"00:00:57,000","00:01:01,000","To pokazuje, że jest w sumie obywatelem, był na 100% też.","To pokazuje, że jest w sumie obywatelem, był na 100% też.","This shows that he is a citizen in total, he was 100% too.",realization,mild
"00:01:01,000","00:01:04,000","No słuchajcie, no niestety, nie dotrzymali słowa, no.","No słuchajcie, no niestety, nie dotrzymali słowa, no.","Listen, unfortunately, they didn't keep their word, no.",disappointment,moderate
"00:01:04,000","00:01:06,000",Posti nie dotrzymał słowa.,Posti nie dotrzymał słowa.,Posti did not keep his word.,disappointment,moderate
"00:01:06,000","00:01:08,000","Tak wyszło, Karol.","Tak wyszło, Karol.","That's how it came out, Karol.",neutral,neutral
"00:01:08,000","00:01:11,000","Wiem, że jesteś pewnie bardzo, jak to oglądasz, poirytowany,","Wiem, że jesteś pewnie bardzo, jak to oglądasz, poirytowany,","I know you are probably very much, irritated as you watch",annoyance,moderate
"00:01:11,000","00:01:14,000","bo widziałem, jaką bardzo miałeś przepotężną zajawkę bawiąc się z nami,","bo widziałem, jaką bardzo miałeś przepotężną zajawkę bawiąc się z nami,","because I saw how much you had a powerful teaser playing with us,",admiration,mild
"00:01:14,000","00:01:19,000","ale no co, za dużo gadałeś, spróbuj następnym razem.","ale no co, za dużo gadałeś, spróbuj następnym razem.","But what, you talked too much, try next time.",disapproval,mild
"00:01:20,000","00:01:23,000","Nie byłem dobrym wyborem w ogóle, bo mi nie ufali ludzie","Nie byłem dobrym wyborem w ogóle, bo mi nie ufali ludzie",I wasn't a good choice at all because people didn't trust me,remorse,moderate
"00:01:23,000","00:01:25,000","i jeszcze dodatkowo byłem w tej trójce, no więc...","i jeszcze dodatkowo byłem w tej trójce, no więc...","And I was also in these three, so ...",neutral,neutral
"00:01:25,000","00:01:27,000","Moim zdaniem, bardzo dziwna decyzja.","Moim zdaniem, bardzo dziwna decyzja.","In my opinion, a very strange decision.",confusion,moderate
"00:01:27,000","00:01:31,000","Friz uwziął się na Postirola, więc jeżeli Postirol był z mafii,","Friz uwziął się na Postirola, więc jeżeli Postirol był z mafii,","Friz got into postrola, so if Postirol was from the mafia,",curiosity,mild
"00:01:31,000","00:01:35,000","to bez sensu było mu wyrzucać Friza, bo po tej decyzji, że Friz odpada,","to bez sensu było mu wyrzucać Friza, bo po tej decyzji, że Friz odpada,","It didn't make sense to throw friza, because after this decision that Friz was falling off,",confusion,moderate
"00:01:35,000","00:01:38,000","trzy czy cztery osoby powiedziały, okej, to Postirol jest z mafii.","trzy czy cztery osoby powiedziały, okej, to Postirol jest z mafii.","Three or four people said, okay, this postirol is from the mafia.",curiosity,mild
"00:01:38,000","00:01:42,000","Chciałem fakt wypełnić, ale ciężko było, po prostu, bo nie jestem mafią, więc jakby...","Chciałem fakt wypełnić, ale ciężko było, po prostu, bo nie jestem mafią, więc jakby...","I wanted to fill the fact, but it was hard, just because I'm not a mafia, so like ...",neutral,neutral
"00:01:42,000","00:01:44,000","A, ciężko było przekonać?","A, ciężko było przekonać?","Oh, was it hard to convince?",curiosity,mild
"00:01:44,000","00:01:46,000","Tak, no zapsąd był nieugięty ogólnie.","Tak, no zapsąd był nieugięty ogólnie.","Yes, it was adamant in general.",annoyance,moderate
"00:01:46,000","00:01:50,000","Jeżeli mafia zauważyła, że między Frizem a Postirolem jest napięcie,","Jeżeli mafia zauważyła, że między Frizem a Postirolem jest napięcie,","If the mafia noticed that there is tension between Friz and Postirol,",curiosity,moderate
"00:01:50,000","00:01:54,000","to eliminacja Friza daje im to, że mieszkańcy jutro wyrzucą Postirola,","to eliminacja Friza daje im to, że mieszkańcy jutro wyrzucą Postirola,","This elimination of Friza gives them that the inhabitants will throw a postirola tomorrow,",confusion,moderate
"00:01:54,000","00:01:56,000",więc dla mnie Postirol jest czysty i to ma sens.,więc dla mnie Postirol jest czysty i to ma sens.,So for me postirol is clean and it makes sense.,realization,mild
"00:01:56,000","00:02:01,000","To by miało sens, że Posti tak się wkurzył na Karola, że po prostu chciał się go pozbyć.","To by miało sens, że Posti tak się wkurzył na Karola, że po prostu chciał się go pozbyć.",It would make sense that he would be so pissed at Karol that he just wanted to get rid of him.,anger,moderate
"00:02:01,000","00:02:07,000","Zaskoczyło mnie to, że Friz miał nabój, ponieważ byłam pewna, że skoro zostałam ja","Zaskoczyło mnie to, że Friz miał nabój, ponieważ byłam pewna, że skoro zostałam ja",I was surprised that Friz had a cartridge because I was sure that since I stayed,surprise,moderate
"00:02:07,000","00:02:10,000","lub Julita lub żabcą, to ktoś z nas prędzej odpadnie.","lub Julita lub żabcą, to ktoś z nas prędzej odpadnie.","Or Julita or Żabca, one of us will fall off sooner.",neutral,neutral
"00:02:10,000","00:02:18,000","O decyzji mafii uważam, że była głupia trochę i że była prawdopodobnie zrobiona trochę na złość,","O decyzji mafii uważam, że była głupia trochę i że była prawdopodobnie zrobiona trochę na złość,","About the mafia's decision, I think she was a bit stupid and that she was probably done a little angry,",disapproval,moderate
"00:02:18,000","00:02:22,000","więc potwierdza mi to to, że w mafii może być Posti.","więc potwierdza mi to to, że w mafii może być Posti.",So it confirms to me that there may be posti in the mafia.,realization,moderate
"00:02:22,000","00:02:24,000",Ale przecież i tak będziecie mnie podejrzewać.,Ale przecież i tak będziecie mnie podejrzewać.,But you will suspect me anyway.,neutral,neutral
"00:02:24,000","00:02:28,000","Przecież kto by wywalił Friza, jak nie ziomek, który cały dzień był przez niego gnębiony?","Przecież kto by wywalił Friza, jak nie ziomek, który cały dzień był przez niego gnębiony?","Who would have faded Friz, if not a homie, who was oppressed all day by him?",curiosity,moderate
"00:02:28,000","00:02:30,000","Ja myślę, że Postyla!","Ja myślę, że Postyla!",I think it poses!,realization,mild
"00:02:30,000","00:02:32,000",Albo totalnie stosujący do tym Styrolowiec.,Albo totalnie stosujący do tym Styrolowiec.,Or a totally used for this Styrolowiec.,neutral,neutral
"00:02:32,000","00:02:34,000","Ja myślę, że Postyla, bo to ja byłem gnębiony.","Ja myślę, że Postyla, bo to ja byłem gnębiony.",I think it poses because I was oppressed.,realization,mild
"00:02:34,000","00:02:38,000","Największym problemem jest to, że tak naprawdę jestem jedyną osobą na ten moment,","Największym problemem jest to, że tak naprawdę jestem jedyną osobą na ten moment,","The biggest problem is that I am really the only person at the moment,",annoyance,moderate
"00:02:38,000","00:02:41,000","która wie, że Posti lub Kasia to jest na pewno mafia.","która wie, że Posti lub Kasia to jest na pewno mafia.",who knows that Posti or Kasia is definitely a mafia.,curiosity,moderate
"00:02:41,000","00:02:45,000","Wydaje mi się, że odrzucenie jednej z tych osób bez dogłębnej wiedzy tego,","Wydaje mi się, że odrzucenie jednej z tych osób bez dogłębnej wiedzy tego,","It seems to me that the rejection of one of those people without in -depth knowledge of this,",neutral,neutral
"00:02:45,000","00:02:49,000","czy ona jest mafią, da trochę safe spota tej drugiej osobie.","czy ona jest mafią, da trochę safe spota tej drugiej osobie.","Is she a mafia, will give a little Safe to the other person.",neutral,neutral
"00:02:49,000","00:02:51,000","A my nie mamy takiej pewności, że on nie będzie mafią.","A my nie mamy takiej pewności, że on nie będzie mafią.",And we are not sure that he will not be a mafia.,fear,moderate
"00:02:51,000","00:02:56,000","I tego najbardziej się boję, czyli usunięcia obywatela i tego, że stracimy tą jedyną","I tego najbardziej się boję, czyli usunięcia obywatela i tego, że stracimy tą jedyną","And this is the most afraid, i.e. the removal of the citizen and the fact that we will lose the one",fear,intense
