Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:07,000","Jak był po kolędzie, to płakał i mówił, że po prostu to, co dzieje się teraz w kościele,","Jak był po kolędzie, to płakał i mówił, że po prostu to, co dzieje się teraz w kościele,","When he was after a carol, he cried and said that just what was happening in the church now,",sadness,mild
"00:00:07,000","00:00:10,000",on jest w tej chwili w emeryturze.,on jest w tej chwili w emeryturze.,He is currently in retirement.,neutral,neutral
"00:00:10,000","00:00:22,000","A co się, ale nie, ale co się, a czemu Pani mnie to, ale, ale, ale nie przeszkadza, ale proszę Pani, ale, ale proszę, ale proszę Pani, no.","A co się, ale nie, ale co się, a czemu Pani mnie to, ale, ale, ale nie przeszkadza, ale proszę Pani, ale, ale proszę, ale proszę Pani, no.","And what, but not, but what, and why do you, but, but, but don't bother you, but please, but please, but please, lady, no.",confusion,moderate
"00:00:22,000","00:00:30,000","Młodzi, żeby, żeby wiedzieli, jak to ma wyglądać, bo od młodych świat teraz w tej chwili zależy.","Młodzi, żeby, żeby wiedzieli, jak to ma wyglądać, bo od młodych świat teraz w tej chwili zależy.","Young people, that they would know what it should look like, because the world now depends on the young.",optimism,mild
"00:00:39,000","00:00:41,000",Ale ten palant to w ogóle mnie interesuje.,Ale ten palant to w ogóle mnie interesuje.,But I am interested in this jerk at all.,annoyance,moderate
"00:00:41,000","00:00:42,000",A dlaczego?,A dlaczego?,And why?,curiosity,mild
"00:00:42,000","00:00:43,000","Dlatego, że to jest palant.","Dlatego, że to jest palant.",Because it is a jerk.,annoyance,moderate
"00:00:43,000","00:00:44,000",A mnie to interesuje.,A mnie to interesuje.,And I am interested in it.,curiosity,mild
"00:00:44,000","00:00:45,000","A, a dlaczego?","A, a dlaczego?",And why?,curiosity,mild
"00:00:45,000","00:00:47,000","Bo jest palant, no.","Bo jest palant, no.","Because there is a jerk, no.",annoyance,moderate
"00:00:47,000","00:00:49,000","Pan wie, że to jest palant.","Pan wie, że to jest palant.",The Lord knows that this is a jerk.,disapproval,moderate
"00:00:49,000","00:00:50,000",A Pan premier może lepiej?,A Pan premier może lepiej?,And the prime minister maybe better?,neutral,neutral
"00:00:50,000","00:00:51,000","Tak, że on palant.","Tak, że on palant.",So that he was a jerk.,disapproval,moderate
"00:00:51,000","00:00:55,000","Oszust pierwszej rodzji, złodziej pierwszej kategorii.","Oszust pierwszej rodzji, złodziej pierwszej kategorii.","The first family cheater, first category thief.",disgust,intense
"00:00:55,000","00:00:57,000",A Pani co uważa?,A Pani co uważa?,What do you think?,curiosity,mild
"00:00:57,000","00:00:58,000",Co by Pani powiedziała prezesowi?,Co by Pani powiedziała prezesowi?,What would you say to the president?,curiosity,mild
"00:00:58,000","00:01:03,000","Dla mnie to są, ja bardzo lubię i prezesa, to są czciwi panowie.","Dla mnie to są, ja bardzo lubię i prezesa, to są czciwi panowie.","For me they are, I really like the president, they are worshiped gentlemen.",admiration,mild
"00:01:03,000","00:01:05,000","Pan, Państwo są sąsiadami?","Pan, Państwo są sąsiadami?","Lord, are you neighbors?",curiosity,mild
"00:01:05,000","00:01:06,000",To tak.,To tak.,That's it.,neutral,neutral
"00:01:06,000","00:01:10,000","Był policjant i to jest, tak, tacy bezpieki.","Był policjant i to jest, tak, tacy bezpieki.","There was a policeman and it is, yes, such security.",neutral,neutral
"00:01:10,000","00:01:12,000",I jeszcze został premier Morawiecki.,I jeszcze został premier Morawiecki.,And Prime Minister Morawiecki remained.,neutral,neutral
"00:01:12,000","00:01:15,000","O Jezu, nie, no, panowie, no, no, no.","O Jezu, nie, no, panowie, no, no, no.","Oh Jesus, no, well, gentlemen, well, no.",disapproval,moderate
"00:01:15,000","00:01:16,000","Nie, no, nie.","Nie, no, nie.","No, no.",disapproval,mild
"00:01:16,000","00:01:16,000","No, a co z nim nie tak?","No, a co z nim nie tak?","Well, what's wrong with him?",curiosity,mild
"00:01:16,000","00:01:17,000","No, no, co z nim nie tak?","No, no, co z nim nie tak?","Well, what's wrong with him?",curiosity,mild
"00:01:17,000","00:01:18,000","No, jak to nie, ale bankowiec.","No, jak to nie, ale bankowiec.","Well, how not, but a banker.",neutral,neutral
"00:01:18,000","00:01:20,000","Że jak, bankowiec pan zjadł, to wypierdził.","Że jak, bankowiec pan zjadł, to wypierdził.","That, if the banker ate, he displaced it.",confusion,mild
"00:01:20,000","00:01:22,000","Ile miał, ile miał spraw w sądzie?","Ile miał, ile miał spraw w sądzie?","How much, how many cases did he have in court?",curiosity,mild
"00:01:22,000","00:01:23,000",Ale niech Pan posłucha.,Ale niech Pan posłucha.,But listen.,neutral,neutral
"00:01:23,000","00:01:24,000",Ile przegrał?,Ile przegrał?,How much did he lose?,curiosity,mild
"00:01:24,000","00:01:25,000",Ja też Panu powiem.,Ja też Panu powiem.,I will tell you too.,neutral,neutral
"00:01:25,000","00:01:26,000",Słamał? Słamał?,Słamał? Słamał?,Słamał? Słamał?,confusion,moderate
"00:01:26,000","00:01:27,000","Niech Pan powie, o co chodzi.","Niech Pan powie, o co chodzi.",Tell me what's going on.,curiosity,mild
"00:01:27,000","00:01:29,000",To faszyzm.,To faszyzm.,It's fascism.,anger,intense
"00:01:29,000","00:01:33,000",Oni doprowadzą do krwi i jeszcze Kościół do tego.,Oni doprowadzą do krwi i jeszcze Kościół do tego.,They will lead to blood and the Church to this.,fear,intense
"00:01:33,000","00:01:37,000",To jest kolejna faszystowska organizacja.,To jest kolejna faszystowska organizacja.,This is another fascist organization.,anger,intense
"00:01:37,000","00:01:39,000",To są po prostu chodzący.,To są po prostu chodzący.,They are just walking.,neutral,neutral
"00:01:39,000","00:01:42,000","No tak, no ale jak Pan widzi na przykład Andrzeja Dudę z Załęjskim","No tak, no ale jak Pan widzi na przykład Andrzeja Dudę z Załęjskim","Well, but as you see, for example, Andrzej Duda of Załęjski",neutral,neutral
"00:01:42,000","00:01:44,000","i tak, no, się prowadzą.","i tak, no, się prowadzą.","And yes, they run.",neutral,neutral
"00:01:44,000","00:01:49,000","No bo to się po prostu, on musi, on by i gówno zlizał pod spod kaczucha.","No bo to się po prostu, on musi, on by i gówno zlizał pod spod kaczucha.","Well, because it just has to, he must, he would lick shit under the duck.",disgust,intense
"00:01:49,000","00:01:51,000","Przecież to jest, to nie jest człowiek.","Przecież to jest, to nie jest człowiek.",It is not a man.,disapproval,intense
"00:01:51,000","00:01:52,000",To nie jest polityk.,To nie jest polityk.,This is not a politician.,disapproval,intense
"00:01:52,000","00:01:52,000",Duda?,Duda?,Duda?,neutral,neutral
"00:01:52,000","00:01:55,000",No przecież to jest karze uliczny.,No przecież to jest karze uliczny.,"Well, this is a street punishment.",disapproval,moderate
"00:01:55,000","00:01:59,000","Ale, ale takiego kurwa jak teraz nie, w moim życiu nie było tak.","Ale, ale takiego kurwa jak teraz nie, w moim życiu nie było tak.","But, but the fuck like not now, in my life it wasn't like that.",anger,intense
"00:01:59,000","00:02:01,000",Ale co ma Pan na myśli?,Ale co ma Pan na myśli?,But what do you mean?,curiosity,mild
"00:02:01,000","00:02:02,000","Polski rząd, czy to co się dzieje w...","Polski rząd, czy to co się dzieje w...","Polish government, or what is happening in ...",confusion,mild
"00:02:02,000","00:02:06,000","Nie, nie, nie, Polski rząd, co jest nie w początku, proszę Pana.","Nie, nie, nie, Polski rząd, co jest nie w początku, proszę Pana.","No, no, no, the Polish government, which is not in the beginning, sir.",disapproval,moderate
"00:02:06,000","00:02:08,000","Afera na, na aferze.","Afera na, na aferze.",Scandal on the scandal.,disapproval,intense
"00:02:08,000","00:02:10,000",Afera na aferze.,Afera na aferze.,Scandal on the scandal.,disapproval,intense
"00:02:10,000","00:02:13,000",Afera i nikt za to nie odpowiada.,Afera i nikt za to nie odpowiada.,The scandal and nobody is responsible for it.,disappointment,moderate
"00:02:13,000","00:02:16,000","No a jakby Pan powiedział, że no, oni cały czas zapewniają rząd,","No a jakby Pan powiedział, że no, oni cały czas zapewniają rząd,","Well, as if you said that well, they provide the government all the time,",neutral,neutral
"00:02:16,000","00:02:19,000","że się opiekują seniorami, że właśnie...","że się opiekują seniorami, że właśnie...",that they look after seniors that ...,neutral,neutral
"00:02:19,000","00:02:22,000","W ogóle, w ogóle mnie nie interesuje.","W ogóle, w ogóle mnie nie interesuje.",I am not interested in at all.,annoyance,mild
"00:02:22,000","00:02:28,000","Jak ten nasz rząd może podejmować jakieś ważne decyzje,","Jak ten nasz rząd może podejmować jakieś ważne decyzje,","How our government can make some important decisions,",curiosity,mild
"00:02:28,000","00:02:31,000",jak butelki po piwie nie może załatwić.,jak butelki po piwie nie może załatwić.,"Like a beer bottles, he can't do it.",disapproval,moderate
"00:02:31,000","00:02:34,000","Akurat temu człowiekowi nie, nic nie mogę życzyć.","Akurat temu człowiekowi nie, nic nie mogę życzyć.","Not to this man, I can't wish.",disapproval,moderate
"00:02:34,000","00:02:38,000",Jeździ po Polsce i ludziom po prostu robi wodę z mózgu.,Jeździ po Polsce i ludziom po prostu robi wodę z mózgu.,He drives around Poland and people simply make water from the brain.,disapproval,intense
"00:02:38,000","00:02:42,000","Wszystko co jest, co on mówi, to jest odwrotnie i","Wszystko co jest, co on mówi, to jest odwrotnie i","Everything he is, he says is the opposite and",confusion,moderate
"00:02:42,000","00:02:45,000","nie bardzo mi się to podoba i nie chciałbym, żebym...","nie bardzo mi się to podoba i nie chciałbym, żebym...",I don't like it very much and I would not like me to ...,disapproval,moderate
"00:02:45,000","00:02:46,000",W ogóle nie powinien kandydować.,W ogóle nie powinien kandydować.,He should not run at all.,disapproval,intense
"00:02:46,000","00:02:48,000","No to może życzyć, żeby nie startował właśnie.","No to może życzyć, żeby nie startował właśnie.","Well, he can wish you not to start.",disapproval,mild
"00:02:48,000","00:02:49,000","O, takie życzenie.","O, takie życzenie.","Oh, such a wish.",neutral,neutral
"00:02:49,000","00:02:52,000","Też, oczywiście, dobrze Pan mówi.","Też, oczywiście, dobrze Pan mówi.","Also, of course, you say well.",approval,mild
"00:02:52,000","00:02:53,000","To dziękuję, wszystkiego dobrego.","To dziękuję, wszystkiego dobrego.","Thank you, all the best.",gratitude,mild
"00:02:53,000","00:02:54,000",Proszę bardzo.,Proszę bardzo.,Here you go.,neutral,neutral
"00:02:54,000","00:02:57,000","Bardzo pozytywny człowiek, wyjątkowo długorobiący.","Bardzo pozytywny człowiek, wyjątkowo długorobiący.","A very positive man, extremely long -term.",admiration,moderate
"00:02:57,000","00:02:58,000",Pan Donald Tusk?,Pan Donald Tusk?,Pan Donald Tusk?,neutral,neutral
"00:02:58,000","00:02:58,000",Tak.,Tak.,Not.,neutral,neutral
"00:02:58,000","00:03:00,000","No bo wie Pani, bo tak, w najbliższą sobotę,","No bo wie Pani, bo tak, w najbliższą sobotę,","Because you know, because yes, this Saturday,",neutral,neutral
"00:03:00,000","00:03:03,000","o, 66-latkończy przewodniczący PO i zbieramy życzenia właśnie.","o, 66-latkończy przewodniczący PO i zbieramy życzenia właśnie.","Oh, 66-year-old PO chairman and we are gathering wishes.",neutral,neutral
"00:03:03,000","00:03:05,000",I wie Pan co?,I wie Pan co?,And you know what?,curiosity,mild
"00:03:05,000","00:03:08,000","Bardzo pozytywny człowiek, bardzo dobrze","Bardzo pozytywny człowiek, bardzo dobrze","A very positive man, very good",admiration,moderate
"00:03:08,000","00:03:12,000",w parlamencie europejskim reprezentował interes kraju,w parlamencie europejskim reprezentował interes kraju,In the European Parliament he represented the interest of the country,admiration,moderate
"00:03:12,000","00:03:17,000",i może wreszcie ten marsz zaplanowany na 4 czerwca,i może wreszcie ten marsz zaplanowany na 4 czerwca,And maybe finally this march scheduled for June 4,optimism,mild
"00:03:17,000","00:03:23,000",w bardzo symbolicznym dniu przyniesie swój oczekiwany rezultat.,w bardzo symbolicznym dniu przyniesie swój oczekiwany rezultat.,On a very symbolic day he will bring its expected result.,optimism,moderate
"00:03:25,000","00:03:29,000","Róbmy wszystko, żeby zastopować to, co się teraz dzieje.","Róbmy wszystko, żeby zastopować to, co się teraz dzieje.",Let's do everything to stop what is happening now.,optimism,intense
"00:03:29,000","00:03:32,000","To, za to, to jest 200 złotych prawie.","To, za to, to jest 200 złotych prawie.","This, for that, is 200 zlotys almost.",neutral,neutral
"00:03:32,000","00:03:32,000",200 złotych?,200 złotych?,PLN 200?,surprise,mild
"00:03:32,000","00:03:35,000",Prawie 200.,Prawie 200.,Almost 200.,neutral,neutral
"00:03:35,000","00:03:38,000","Drożyzna, robią co chcą.","Drożyzna, robią co chcą.","Pake, they do what they want.",disapproval,moderate
"00:03:38,000","00:03:42,000","Willa Plus rozdają, jak im się żywnie podoba.","Willa Plus rozdają, jak im się żywnie podoba.",Villa Plus give away how they like it.,disapproval,moderate
"00:03:42,000","00:03:45,000","Pani też tak uważa, że ta droża zna strasznie.","Pani też tak uważa, że ta droża zna strasznie.",You also think that you know this path terribly.,disapproval,moderate
"00:03:45,000","00:03:47,000",Pytamy Polaków o ministra Ziobrę.,Pytamy Polaków o ministra Ziobrę.,We ask Poles about Minister Ziobra.,neutral,neutral
"00:03:47,000","00:03:49,000",Czy jest dobrym ministrem sprawiedliwości?,Czy jest dobrym ministrem sprawiedliwości?,Is he a good minister of justice?,curiosity,mild
"00:03:49,000","00:03:54,000","Proszę Pana, niecenzuralne słowa się cisną mi na usta.","Proszę Pana, niecenzuralne słowa się cisną mi na usta.","Sir, the indecent words are on my lips.",anger,intense
"00:03:54,000","00:03:57,000","Nie reprezentuję tej opcji i mam nadzieję,","Nie reprezentuję tej opcji i mam nadzieję,",I do not represent this option and I hope,disapproval,moderate
"00:03:57,000","00:04:00,000",że ten Pan już niedługo wyląduje w więzieniu.,że ten Pan już niedługo wyląduje w więzieniu.,that this gentleman will soon land in prison.,anger,intense
"00:04:00,000","00:04:02,000","Oj, niech Pan o nim nie mówi, bo mnie w brzuchu boli,","Oj, niech Pan o nim nie mówi, bo mnie w brzuchu boli,","Oh, don't talk about him because it hurts in my stomach,",disgust,intense
"00:04:02,000","00:04:10,000","jak na niego patrzę, że to jest bandzior, nie minister.","jak na niego patrzę, że to jest bandzior, nie minister.","When I look at him that this is a bandit, not a minister.",anger,intense
"00:04:10,000","00:04:12,000","Szkoda ponosić, żeby go kosząc w dupę.","Szkoda ponosić, żeby go kosząc w dupę.",It is a pity to bear it by mowing him in the ass.,anger,intense
"00:04:12,000","00:04:14,000",Czyli nie jest Prawy i Sprawiedliwy?,Czyli nie jest Prawy i Sprawiedliwy?,So he is not right and just?,curiosity,mild
"00:04:14,000","00:04:15,000","Nie, nie.","Nie, nie.","No, no.",disapproval,mild
"00:04:15,000","00:04:16,000",Czyli minus?,Czyli minus?,So minus?,disapproval,mild
"00:04:16,000","00:04:17,000",Miły jest.,Miły jest.,He is nice.,neutral,neutral
"00:04:17,000","00:04:20,000",Jeszcze kółko i najgorsze.,Jeszcze kółko i najgorsze.,A circle and the worst.,disapproval,moderate
"00:04:20,000","00:04:21,000",Bardzo dobry.,Bardzo dobry.,Very good.,approval,mild
"00:04:21,000","00:04:22,000",Kocha Polskę.,Kocha Polskę.,He loves Poland.,admiration,moderate
"00:04:22,000","00:04:22,000",Tak?,Tak?,Not?,neutral,neutral
"00:04:22,000","00:04:23,000","Nie, kocha Polskę.","Nie, kocha Polskę.","No, he loves Poland.",admiration,moderate
"00:04:23,000","00:04:27,000",Kocha Polskę i jest najlepszym.,Kocha Polskę i jest najlepszym.,He loves Poland and is the best.,admiration,moderate
"00:04:27,000","00:04:29,000","No, Pan chyba żartuje.","No, Pan chyba żartuje.","Well, you probably kidding.",amusement,mild
"00:04:29,000","00:04:31,000","No, są tacy, no bo rozumiem, że nie jest Prawy i Sprawiedliwy","No, są tacy, no bo rozumiem, że nie jest Prawy i Sprawiedliwy","Well, they are like that, because I understand that he is not right and just",disapproval,moderate
"00:04:31,000","00:04:33,000",w Paniu mniemaniu.,w Paniu mniemaniu.,In the opinion.,neutral,neutral
"00:04:33,000","00:04:35,000","Proszę Pana, co Pan w ogóle opowiada?","Proszę Pana, co Pan w ogóle opowiada?","Sir, what do you even tell?",confusion,mild
"00:04:35,000","00:04:37,000","Oczywiście, bardzo dobry.","Oczywiście, bardzo dobry.","Of course, very good.",approval,mild
"00:04:37,000","00:04:41,000","Młody chłopak zebrał taką grupę młodych prawników,","Młody chłopak zebrał taką grupę młodych prawników,","The young boy gathered such a group of young lawyers,",admiration,moderate
"00:04:41,000","00:04:43,000",którzy naprawdę działają bardzo dobrze.,którzy naprawdę działają bardzo dobrze.,who really work very well.,approval,moderate
