Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:00,000","00:00:15,000",...,...,,,
"00:00:15,000","00:00:16,000",Vous vous êtes embrassés ?,Vous vous êtes embrassés ?,Did you kiss?,curiosity,moderate
"00:00:17,000","00:00:18,000",Ouais.,Ouais.,Yeah.,neutral,neutral
"00:00:18,000","00:00:19,000",Mais non !,Mais non !,But no !,annoyance,mild
"00:00:19,000","00:00:20,000",Pourquoi t'as un souci ?,Pourquoi t'as un souci ?,Why do you have a problem?,confusion,mild
"00:00:20,000","00:00:22,000",Vous vous êtes embrassés ?,Vous vous êtes embrassés ?,Did you kiss?,curiosity,moderate
"00:00:22,000","00:00:23,000",Ouais.,Ouais.,Yeah.,neutral,neutral
"00:00:23,000","00:00:25,000","Donc, tu voulais d'une meuf comme ça ?","Donc, tu voulais d'une meuf comme ça ?","So, you wanted a girl like that?",curiosity,mild
"00:00:25,000","00:00:26,000","Y a quoi, en fait ?","Y a quoi, en fait ?","What is there, actually?",curiosity,mild
"00:00:26,000","00:00:28,000","C'est quoi, le problème ?","C'est quoi, le problème ?",What is the problem?,confusion,mild
"00:00:28,000","00:00:29,000",Ça va vite.,Ça va vite.,It's going fast.,neutral,neutral
"00:00:29,000","00:00:30,000",Ça va très vite.,Ça va très vite.,It goes very quickly.,neutral,neutral
"00:00:30,000","00:00:32,000",C'est la 3e fois que je la vois.,C'est la 3e fois que je la vois.,This is the 3rd time that I have seen it.,neutral,neutral
"00:00:32,000","00:00:33,000",On s'est très mal introduits.,On s'est très mal introduits.,We got very wrong.,disappointment,moderate
"00:00:33,000","00:00:35,000","Tu l'as vu 3 fois, une heure.","Tu l'as vu 3 fois, une heure.","You saw it 3 times, an hour.",neutral,neutral
"00:00:35,000","00:00:37,000","Si t'as le feeling, t'as le feeling.","Si t'as le feeling, t'as le feeling.","Si t'as le feeling, t'as le feeling.",neutral,neutral
"00:00:37,000","00:00:38,000","Nous, on a eu la 5e !","Nous, on a eu la 5e !",We had the 5th!,excitement,moderate
